,schoolname,schoolcode,sssdistrict,ssslong,ssslat
730,"WESLEY HIGH SCHOOL, BEKWAI",50307,Amansie East (Bekwai),-1.37072885,6.383360863
731,"AWUDOME SENIOR HIGH. SCHOOL, TSITO",70104,Ho Municipal,0.52614224,6.717607021
732,"BAWKU SENIOR HIGH. SCH, BAWKU",90101,Bawku East (Bawku),-0.18813774,11.03635216
733,NSEIN SENIOR HIGH SCHOOL - NSEIN,40301,Nzema East (Axim),-2.311802149,5.141225815
734,"METHODIST HIGH SCHOOL, SALTPOND",30304,Mfantsiman (Saltpond),-1.006453395,5.201528072
735,"NKAWIE SENIOR HIGH./TECH. SCH, NKAWIE",50204,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
736,"TECHIMAN SENIOR HIGH. SCHOOL, TECHIMAN",60701,Techiman,-1.944841981,7.677614689
737,"AGOGO STATE COLLEGE, AGOGO",51001,Asante Akim North (Konongo),-1.017963052,6.834003925
738,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE",50702,Kwabre (Mamponteng),-1.541420102,6.806778431
739,"TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA",10205,Tema,-0.050088216,5.69031477
740,"MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO",21502,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515
741,TWENE AMANFO SENIOR HIGH & TECHNICAL,60101,Sunyani,-2.327423334,7.344677925
742,"BOLGA GIRLS SENIOR HIGH SCH, ZAARE-BOLGATANGA",90401,Bolgatanga,-0.880232632,10.74245644
743,"FIASEMAN SENIOR HIGH. SCHOOL, BENKYIM TARKWA",40903,Wassa West (Tarkwa),-1.988853216,5.276049137
744,"ADA SENIOR HIGH. SCHOOL, ADA-FOAH",10301,Dangme East (Ada),0.10686218,5.914733887
745,"KUMASI TECH. INST., KUMASI             ",9050101,Kumasi Metro,-1.597187161,6.682059765
746,"TEPA SENIOR HIGH SCHOOL, TEPA",51401,Ahafo Ano North (Tepa),-2.207579613,6.900829792
747,"ASUOM SENIOR HIGH SCHOOL, ASUOM",21101,Kwaebibirem (Kade),-0.799037278,6.133318901
748,"PRESBYTARIAN SENIOR HIGH. SCHOOL, BEREKUM",60303,Berekum,-2.631743908,7.503564835
749,"EDINAMAN SENIOR HIGH. SCHOOL, ELMINA",30201,Edina/Komenda/Eguafo,-1.437419772,5.140793324
750,"NAVRONGO SENIOR HIGH SCH, JAMANIA-NAVRONGO",90501,Kassena/Nankani (Navrongo),-1.217440963,10.90942287
751,"ABETIFI PRESBY SENIOR HIGH. SCHOOL, ABETIFI",21001,Kwahu South (Mpraeso),-0.635528684,6.619226456
752,"OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA",20106,New Juaben (Koforidua),-0.297512323,6.112612724
753,"NKAWKAW SENIOR HIGH SCH, NKAWKAW",21004,Kwahu West (Nkawkaw),-0.801975071,6.527020931
754,"ST. PAUL TECH. SCHOOL, KUKURANTUMI",9021301,East Akim (Kibi),-0.454344213,6.178557873
755,"ST. FIDELIS SENIOR HIGH/TECHNICAL SCHOOL, TEASE",20902,Kwahu North (Donkorkrom),-0.264697343,6.911973476
756,"BOAKYE TROMO SENIOR HIGH/TECHNICAL SCHOOL, DUAYAW NKWANTA",60206,Tano (Bechem),-2.021415234,7.183659077
757,"ANTOA SENIOR HIGH SCHOOL, ANTOA",50701,Kwabre (Mamponteng),-1.541420102,6.806778431
758,"ASAMANKESE SENIOR HIGH. SCHOOL, ASAMANKESE",20501,West Akim (Asamankese),-0.609122574,5.833612442
759,"AKIM SWEDRU SENIOR HIGH. SCHOOL, AKIM SWEDRU",20602,Birim South (Akim Oda),-0.969164491,5.864167213
760,"ST. JOSEPH'S TECH. INST., KWAHU-TAFO",9021001,Kwahu South (Mpraeso),-0.635528684,6.619226456
761,"BUSINESS SENIOR HIGH SCHOOL, TAMALE",80104,Tamale,-0.784348249,9.383351326
762,"AGOGO STATE COLLEGE, AGOGO",51001,Asante Akim North (Konongo),-1.017963052,6.834003925
763,"ABUTIA SENIOR HIGH/TECHNICAL SCHOOL, ABUTIA-TETI",70114,Ho Municipal,0.52614224,6.717607021
764,"SWEDRU SCHOOL OF BUSINESS, SWEDRU",30902,Agona Swedru,-0.755242527,5.617353439
765,"EDINAMAN SENIOR HIGH. SCHOOL, ELMINA",30201,Edina/Komenda/Eguafo,-1.437419772,5.140793324
766,"TAMALE SENIOR HIGH SCHOOL, TAMALE",80101,Tamale,-0.784348249,9.383351326
767,"PRESBY SENIOR HIGH. SCH., BEGORO",21201,Fanteakwa (Begoro),-0.356094092,6.436070919
768,"DZODZE PENYI SENIOR HIGH. SCHOOL, DZODZE",70703,Ketu (Denu),1.032708645,6.111227512
769,"BAWKU SENIOR HIGH. SCH, BAWKU",90101,Bawku East (Bawku),-0.18813774,11.03635216
770,"ST. MARY'S BOY'S SENIOR HIGH. SCHOOL, APOWA",40201,Ahanta West (Agona Ahanta),-1.990561366,4.834703922
771,"ASUANSI TECH. INST., ASUANSI",9030401,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591
772,"PRESBYTARIAN SENIOR HIGH. SCHOOL, BEREKUM",60303,Berekum,-2.631743908,7.503564835
773,"MANDO SENIOR HIGH./TECH. SCHOOL, MANDO",30701,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815
774,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE",50702,Kwabre (Mamponteng),-1.541420102,6.806778431
775,"W.B.M ZION SENIOR HIGH SCH, OLD TAFO",21301,East Akim (Kibi),-0.454344213,6.178557873
776,"AKWAMUMAN SENIOR HIGH. SCHOOL, ATIMPOKU-AKOSOMBO",20803,Asuogyaman (Senchi Ferry),0.08832825,6.189229488
777,"OLA GIRLS SENIOR HIGH SCHOOL, HO",70101,Ho Municipal,0.52614224,6.717607021
778,"DROBO SENIOR HIGH SCHOOL, DROBO",60501,Jaman (Drobo),-2.75930357,7.683095932
779,"DORMAA SENIOR HIGH SCHOOL, DORMAA",61001,Dormaa (Dormaa Ahenkro),-2.753840446,7.222848892
780,"OBIRI YEBOAH SENIOR HIGH. SCHOOL, ASSIN FOSU",31202,Assin North (Assin Fosu),-1.374616981,5.77799511
781,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE",50702,Kwabre (Mamponteng),-1.541420102,6.806778431
782,"AHANTAMAN SENIOR HIGH. SCHOOL, SEKONDI-KETAN",40106,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
783,"MOZANO SENIOR HIGH. SCHOOL, MOZANO",30504,Gomoa (Apam),-0.723635495,5.404561043
784,"TWIFO PRASO SENIOR HIGH SCHOOL, TWIFO PRASO",31101,Twifo Hemang (Twifo Praso),-1.55970335,5.572999477
785,"AKPAFU SENIOR HIGH./TECH. SCHOOL, AKPAFU",71002,Hohoe,0.466238558,7.030594826
786,"BOA-AMPONSEM SENIOR HIGH. SCHOOL, DUNKWA-ON-OFFIN",31001,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412
787,"AGOGO STATE COLLEGE, AGOGO",51001,Asante Akim North (Konongo),-1.017963052,6.834003925
788,"AKIM SWEDRU SENIOR HIGH. SCHOOL, AKIM SWEDRU",20602,Birim South (Akim Oda),-0.969164491,5.864167213
789,"EDINAMAN SENIOR HIGH. SCHOOL, ELMINA",30201,Edina/Komenda/Eguafo,-1.437419772,5.140793324
790,TWENE AMANFO SENIOR HIGH & TECHNICAL,60101,Sunyani,-2.327423334,7.344677925
791,"TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA",10205,Tema,-0.050088216,5.69031477
792,"AKIM SWEDRU SENIOR HIGH. SCHOOL, AKIM SWEDRU",20602,Birim South (Akim Oda),-0.969164491,5.864167213
793,"BEREKUM SENIOR HIGH SCHOOL, BEREKUM",60301,Berekum,-2.631743908,7.503564835
794,"NSAWAM SENIOR HIGH. SCH., NSAWAM",20304,Akwapim South (Nsawam),-0.268249363,5.826002598
795,"NKAWKAW SENIOR HIGH SCH, NKAWKAW",21004,Kwahu West (Nkawkaw),-0.801975071,6.527020931
796,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO",50801,Offinso,-1.890868545,7.34876442
797,"TWIFO PRASO SENIOR HIGH SCHOOL, TWIFO PRASO",31101,Twifo Hemang (Twifo Praso),-1.55970335,5.572999477
798,"BIBIANI SENIOR HIGH./TECH. SCHOOL, BIBIANI",40701,Bibiani/Anhwiaso/Bekwai (Bibiani),-2.223546028,6.259892464
799,"KANESHIE SENIOR HIGH./TECH, KANESHIE-ACCRA",10120,Accra Metropolitan,-0.197115257,5.607395649
800,"SACRED HEART SENIOR HIGH. SCHOOL, NSOATRE",60105,Sunyani,-2.327423334,7.344677925
801,"CAPE COAST TECH. INST., CAPE COAST",9030101,Cape Coast Municipal,-1.306593895,5.153656006
802,"BOMPEH SENIOR HIGH./TECH SCHOOL, TAKORADI",40108,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
803,"EJISU SENIOR HIGH./TECH. SCHOOL, EJISU",51604,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675
804,"NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE",10503,Ga West (Amasaman),-0.397510529,5.664687634
805,"MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA",50205,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
806,"ABETIFI PRESBY SENIOR HIGH. SCHOOL, ABETIFI",21001,Kwahu South (Mpraeso),-0.635528684,6.619226456
807,"ST. AUGUSTINE SENIOR HIGH. SCHOOL, BOGOSO",40902,Wassa West (Tarkwa),-1.988853216,5.276049137
808,"MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA",50205,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
809,"LAWRA SENIOR HIGH SCHOOL, LAWRA",100202,Lawra,-2.800941229,10.54639816
810,"SOGAKOFE SENIOR HIGH. SCHOOL, SOGAKOFE",70901,South Tongu (Sogakope),0.645589471,5.960537434
811,"PRESBY SENIOR HIGH. SCH., SUHUM",20202,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228
812,"KIBI SENIOR HIGH. / TECH. SCH, KIBI",21305,East Akim (Kibi),-0.454344213,6.178557873
813,"TAKORADI SENIOR HIGH SCHOOL, TANOKROM",40101,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
814,"CHRISTIAN METHODIST SENIOR HIGH. SCH., ASYLUM DOWN",10119,Accra Metropolitan,-0.197115257,5.607395649
815,"EJISU SENIOR HIGH./TECH. SCHOOL, EJISU",51604,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675
816,"ST. FRANCIS GIRLS SCHOOL, JIRAPA",100302,Jirapa/Lambusie (Jirapa),-2.583322525,10.69203472
817,"HOLY TRINITY CATHEDRAL SENIOR HIGH SCH, ACCRA",10104,Accra Metropolitan,-0.197115257,5.607395649
818,"ADEISO SENIOR HIGH SCHOOL, ADEISO",20503,West Akim (Asamankese),-0.609122574,5.833612442
819,"OBIRI YEBOAH SENIOR HIGH. SCHOOL, ASSIN FOSU",31202,Assin North (Assin Fosu),-1.374616981,5.77799511
820,"NKWATIA PRESBY SENIOR HIGH./COMM SCH, NKWATIA",21006,Kwahu South (Mpraeso),-0.635528684,6.619226456
821,"SEFWI-WIAWSO SENIOR HIGH. SCHOOL, SEFWI-WIAWSO",40601,Sefwi Wiawso,-2.637861013,6.25838995
822,"NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE",10503,Ga West (Amasaman),-0.397510529,5.664687634
823,"MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA",50205,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
824,"T.I. AHMAD. SENIOR HIGH SCHOOL, ASOKORE",51803,Sekyere East (Effiduase),-0.844235957,7.210828781
825,"ASANKRAGWA SENIOR HIGH. SCHOOL, ASANKRAGWA",40501,Wassa Amenfi (Asankragwa),-2.302017927,5.72551775
826,"TWIFO PRASO SENIOR HIGH SCHOOL, TWIFO PRASO",31101,Twifo Hemang (Twifo Praso),-1.55970335,5.572999477
827,"OPPON MEMORIAL SENIOR HIGH. SCHOOL, KOKOFU",50302,Amansie East (Bekwai),-1.37072885,6.383360863
828,"AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN",10504,Ga West (Amasaman),-0.397510529,5.664687634
829,"BIBIANI SENIOR HIGH./TECH. SCHOOL, BIBIANI",40701,Bibiani/Anhwiaso/Bekwai (Bibiani),-2.223546028,6.259892464
830,"EJISU SENIOR HIGH./TECH. SCHOOL, EJISU",51604,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675
831,"TEPA SENIOR HIGH SCHOOL, TEPA",51401,Ahafo Ano North (Tepa),-2.207579613,6.900829792
832,"BAWKU SENIOR HIGH. SCH, BAWKU",90101,Bawku East (Bawku),-0.18813774,11.03635216
833,"MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA",50205,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357
834,"ASANKRAGWA SENIOR HIGH. SCHOOL, ASANKRAGWA",40501,Wassa Amenfi (Asankragwa),-2.302017927,5.72551775
835,"HWIDIEM SENIOR HIGH SCHOOL, HWIDIEM",61203,Asutifi (Kenyasi),-2.515068054,7.028093815
836,"ST. FRANCIS GIRLS SCHOOL, JIRAPA",100302,Jirapa/Lambusie (Jirapa),-2.583322525,10.69203472
837,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE",50702,Kwabre (Mamponteng),-1.541420102,6.806778431
838,"ST. PAUL TECH. SCHOOL, KUKURANTUMI",9021301,East Akim (Kibi),-0.454344213,6.178557873
839,"SEFWI-WIAWSO SENIOR HIGH. SCHOOL, SEFWI-WIAWSO",40601,Sefwi Wiawso,-2.637861013,6.25838995
840,"OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA",20106,New Juaben (Koforidua),-0.297512323,6.112612724
841,"T.I. AHMAD MUSLIM SENIOR HIGH SCHOOL, FOMENA",51203,Adansi West (Obuasi),-1.65927422,5.986411572
842,"NORTHERN SCH OF BUSINESS, TAMALE",80103,Tamale,-0.784348249,9.383351326
843,BATTOR SENIOR HIGH SCHOOL,70806,North Tongu (Adidome),0.407175899,6.13318634
844,"MOZANO SENIOR HIGH. SCHOOL, MOZANO",30504,Gomoa (Apam),-0.723635495,5.404561043
845,"BUSINESS SENIOR HIGH SCHOOL, TAMALE",80104,Tamale,-0.784348249,9.383351326
846,"CAPE COAST TECH. INST., CAPE COAST",9030101,Cape Coast Municipal,-1.306593895,5.153656006
847,"NSAWAM SENIOR HIGH. SCH., NSAWAM",20304,Akwapim South (Nsawam),-0.268249363,5.826002598
848,"GHANA SENIOR HIGH. SCHOOL, TAMALE",80102,Tamale,-0.784348249,9.383351326
849,"BOMPEH SENIOR HIGH./TECH SCHOOL, TAKORADI",40108,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
850,"NKWATIA PRESBY SENIOR HIGH./COMM SCH, NKWATIA",21006,Kwahu South (Mpraeso),-0.635528684,6.619226456
851,"ACCRA TECH. TRG. CENTRE, KOKOMLEMLE",9010101,Accra Metropolitan,-0.197115257,5.607395649
852,"ACADEMY OF CHRIST THE KING, CAPE COAST",30109,Cape Coast Municipal,-1.306593895,5.153656006
853,"AMEYAW AKUMFI SENIOR HIGH./TECH. SCHOOL, AWOROWA",60702,Techiman,-1.944841981,7.677614689
854,"WA SENIOR HIGH SCHOOL, WA",100102,Wa Municipal,-2.285030365,10.03062153
855,"ASANKRAGWA SENIOR HIGH. SCHOOL, ASANKRAGWA",40501,Wassa Amenfi (Asankragwa),-2.302017927,5.72551775
856,"ASSIN MANSO SENIOR HIGH. SCHOOL, ASSIN MANSO",31201,Assin North (Assin Fosu),-1.374616981,5.77799511
857,"QUEEN OF PEACE SENIOR HIGH. SCHOOL, NADOWLI",100503,Nadowli,-2.427624464,10.36250973
858,"AMANKWAKROM FISHERIES & AGRIC., AMANKWAKROM",9020901,Kwahu North (Donkorkrom),-0.264697343,6.911973476
859,TEMA TECH. INST.,9010201,Tema,-0.050088216,5.69031477
860,"NORTHERN SCH OF BUSINESS, TAMALE",80103,Tamale,-0.784348249,9.383351326
861,"PEKI SENIOR HIGH SCHOOL, PEKI",70603,Kpando,0.267385125,6.89685154
862,"OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST",30108,Cape Coast Municipal,-1.306593895,5.153656006
863,"ACADEMY OF CHRIST THE KING, CAPE COAST",30109,Cape Coast Municipal,-1.306593895,5.153656006
864,"KETA SENIOR HIGH SCHOOL, KETA",70502,Keta,0.853055775,5.907464027
865,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN",50501,Sekyere West (Mampong),-1.180076838,7.199564934
866,"DORMAA SENIOR HIGH SCHOOL, DORMAA",61001,Dormaa (Dormaa Ahenkro),-2.753840446,7.222848892
867,"KIBI SENIOR HIGH. / TECH. SCH, KIBI",21305,East Akim (Kibi),-0.454344213,6.178557873
868,"ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS",10105,Accra Metropolitan,-0.197115257,5.607395649
869,"OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA",10213,Tema,-0.050088216,5.69031477
870,"KUMASI TECH. INST., KUMASI",9050101,Kumasi Metro,-1.597187161,6.682059765
871,"PRESBY SENIOR HIGH. SCH., BEGORO",21201,Fanteakwa (Begoro),-0.356094092,6.436070919
872,"TAKORADI SENIOR HIGH SCHOOL, TANOKROM",40101,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
873,"ST. PAUL'S SENIOR HIGH. SCHOOL, HATSUKOPE-DENU",70701,Ketu (Denu),1.032708645,6.111227512
874,"MANDO SENIOR HIGH./TECH. SCHOOL, MANDO",30701,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815
875,"EJISU SENIOR HIGH./TECH. SCHOOL, EJISU",51604,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675
876,"ST. MARGARET MARY SENIOR HIGH/TECHNICAL SCH., DANSOMAN",10142,Accra Metropolitan,-0.197115257,5.607395649
877,"TECHIMAN SENIOR HIGH. SCHOOL, TECHIMAN",60701,Techiman,-1.944841981,7.677614689
878,"ADA SENIOR HIGH./TECH. SCHOOL, ADA",10302,Dangme East (Ada),0.10686218,5.914733887
879,"SERWAA NYARKO GIRLS' SENIOR HIGH., KUMASI",50139,Kumasi Metro,-1.597187161,6.682059765
880,"DORMAA SENIOR HIGH SCHOOL, DORMAA",61001,Dormaa (Dormaa Ahenkro),-2.753840446,7.222848892
881,"AWUDOME SENIOR HIGH. SCHOOL, TSITO",70104,Ho Municipal,0.52614224,6.717607021
882,"KINBU SENIOR HIGH/TECHNICAL SCHOOL, KINDB-ACCRA",10109,Accra Metropolitan,-0.197115257,5.607395649
883,"ANLO SENIOR HIGH. SCHOOL, ANLOGA",70501,Keta,0.853055775,5.907464027
884,"AFADJATO SENIOR HIGH./TECH. SCHOOL, GBLEDI-GBOGAME",71007,Hohoe,0.466238558,7.030594826
885,"YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA",21401,Yilo Krobo (Somanya),-0.18159321,6.186355114
886,"AGONA SENIOR HIGH./TECH. SCHOOL, AGONA",50606,Afigya Sekyere (Agona),-1.548614264,7.00199604
887,"NEW EDUBIASE SENIOR HIGH. SCHOOL, NEW EDUBIASE",51301,Adansi East (New Edubiase),-1.396528602,6.105481625
888,"ST. MARY'S SEMINARY SENIOR HIGH. SCHOOL, LOLOBI",71005,Hohoe,0.466238558,7.030594826
889,"DIASO SENIOR HIGH SCHOOL, DIASO",31003,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412
890,"AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN",10504,Ga West (Amasaman),-0.397510529,5.664687634
891,"KANESHIE SENIOR HIGH./TECH, KANESHIE-ACCRA",10120,Accra Metropolitan,-0.197115257,5.607395649
892,"KANTON SENIOR HIGH SCHOOL, TUMU",100401,Sisala/Tumu (Tumu),-1.731065869,10.57417774
893,"CHRISTIAN METHODIST SENIOR HIGH. SCH., ASYLUM DOWN",10119,Accra Metropolitan,-0.197115257,5.607395649
894,"BOLGA GIRLS SENIOR HIGH SCH, ZAARE-BOLGATANGA",90401,Bolgatanga,-0.880232632,10.74245644
895,"SHAMA SENIOR HIGH SCHOOL, SHAMA",40111,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
896,"ZAMSE SENIOR HIGH./TECH. SCH, BOLGATANGA",90402,Bolgatanga,-0.880232632,10.74245644
897,"ISLAMIC SENIOR HIGH. SCHOOL, WA",100105,Wa Municipal,-2.285030365,10.03062153
898,"ST. AUGUSTINE SENIOR HIGH. SCHOOL, BOGOSO",40902,Wassa West (Tarkwa),-1.988853216,5.276049137
899,"CAPE COAST TECH. INST., CAPE COAST",9030101,Cape Coast Municipal,-1.306593895,5.153656006
900,"AGONA SENIOR HIGH./TECH. SCHOOL, AGONA",50606,Afigya Sekyere (Agona),-1.548614264,7.00199604
901,"ST. FRANCIS SENIOR HIGH./TECH SCH, AKIM ODA",20603,Birim South (Akim Oda),-0.969164491,5.864167213
902,"BIBIANI SENIOR HIGH./TECH. SCHOOL, BIBIANI",40701,Bibiani/Anhwiaso/Bekwai (Bibiani),-2.223546028,6.259892464
903,"NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE",10503,Ga West (Amasaman),-0.397510529,5.664687634
904,"SHAMA SENIOR HIGH SCHOOL, SHAMA",40111,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
905,"METHODIST HIGH SCHOOL, SALTPOND",30304,Mfantsiman (Saltpond),-1.006453395,5.201528072
906,"WENCHI METH. SENIOR HIGH SCHOOL, WENCHI",60601,Wenchi,-1.944841981,7.677614689
907,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE",50703,Kwabre (Mamponteng),-1.541420102,6.806778431
908,"NAFANA PRESBY SENIOR HIGH. SCHOOL, SAMPA",60502,Jaman (Drobo),-2.75930357,7.683095932
909,"NSAWAM SENIOR HIGH. SCH., NSAWAM",20304,Akwapim South (Nsawam),-0.268249363,5.826002598
910,"BOLGA GIRLS SENIOR HIGH SCH, ZAARE-BOLGATANGA",90401,Bolgatanga,-0.880232632,10.74245644
911,"E.P. SENIOR HIGH SCHOOL, HOHOE",71006,Hohoe,0.466238558,7.030594826
912,"KINBU SENIOR HIGH/TECHNICAL SCHOOL, KINDB-ACCRA",10109,Accra Metropolitan,-0.197115257,5.607395649
913,"WESLEY HIGH SCHOOL, BEKWAI",50307,Amansie East (Bekwai),-1.37072885,6.383360863
914,"WENCHI METH. SENIOR HIGH SCHOOL, WENCHI",60601,Wenchi,-1.944841981,7.677614689
915,"ANLO SENIOR HIGH. SCHOOL, ANLOGA",70501,Keta,0.853055775,5.907464027
916,"ST. AUGUSTINE SENIOR HIGH. SCHOOL, BOGOSO",40902,Wassa West (Tarkwa),-1.988853216,5.276049137
917,"MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE",50401,Amansie West (Manso-Nkwanta),-1.893369913,6.436944962
918,"SALAGA SENIOR HIGH SCHOOL, SALAGA",80301,East Gonja (Salaga),-0.5339396,8.729157448
919,"TAKORADI TECH. INST., TAKORADI",9040101,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
920,"NYAKROM SENIOR HIGH./TECH. SCHOOL, NYAKROM",30901,Agona Swedru,-0.755242527,5.617353439
921,"NAVRONGO SENIOR HIGH SCH, JAMANIA-NAVRONGO",90501,Kassena/Nankani (Navrongo),-1.217440963,10.90942287
922,"ACHERENSUA SENIOR HIGH SCHOOL, ACHERENSUA",61202,Asutifi (Kenyasi),-2.515068054,7.028093815
923,"KINTAMPO SENIOR HIGH SCHOOL, KINTAMPO",60801,Kintampo,-1.544426322,8.371118546
924,"KALPOHIN SENIOR HIGH SCHOOL, TAMALE",80105,Tamale,-0.784348249,9.383351326
925,"MANKESIM SENIOR HIGH TECH. SCH., MANKESIM",30303,Mfantsiman (Saltpond),-1.006453395,5.201528072
926,"ANLO SENIOR HIGH. SCHOOL, ANLOGA",70501,Keta,0.853055775,5.907464027
927,"PRESBY SENIOR HIGH. SCH., BEGORO",21201,Fanteakwa (Begoro),-0.356094092,6.436070919
928,"SEFWI-WIAWSO SENIOR HIGH. SCHOOL, SEFWI-WIAWSO",40601,Sefwi Wiawso,-2.637861013,6.25838995
929,"AMEYAW AKUMFI SENIOR HIGH./TECH. SCHOOL, AWOROWA",60702,Techiman,-1.944841981,7.677614689
930,"MANDO SENIOR HIGH./TECH. SCHOOL, MANDO",30701,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815
931,"ASHIAMAN SENIOR HIGH SCHOOL, TEMA",10203,Tema,-0.050088216,5.69031477
932,"YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA",21401,Yilo Krobo (Somanya),-0.18159321,6.186355114
933,"ASANKRAGWA SENIOR HIGH. SCHOOL, ASANKRAGWA",40501,Wassa Amenfi (Asankragwa),-2.302017927,5.72551775
934,"OUR LADY OF PROVIDENCE SENIOR HIGH SCH, KWASI BUOKROM",60505,Jaman (Drobo),-2.75930357,7.683095932
935,"NKAWKAW SENIOR HIGH SCH, NKAWKAW",21004,Kwahu West (Nkawkaw),-0.801975071,6.527020931
936,"ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA",21304,East Akim (Kibi),-0.454344213,6.178557873
937,"MAMPONG PRESBY SENIOR HIGH. SCHOOL, MAMPONG-AKWAPIM",20408,Akwapim North (Akropong),-0.166071147,5.976426125
938,"SEFWI-WIAWSO SENIOR HIGH. SCHOOL, SEFWI-WIAWSO",40601,Sefwi Wiawso,-2.637861013,6.25838995
939,"ADEISO SENIOR HIGH SCHOOL, ADEISO",20503,West Akim (Asamankese),-0.609122574,5.833612442
940,"ST. PAUL'S SENIOR HIGH. SCHOOL, HATSUKOPE-DENU",70701,Ketu (Denu),1.032708645,6.111227512
941,"OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE",30603,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126
942,"SHAMA SENIOR HIGH SCHOOL, SHAMA",40111,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
943,"AGONA SENIOR HIGH./TECH. SCHOOL, AGONA",50606,Afigya Sekyere (Agona),-1.548614264,7.00199604
944,"KALPOHIN SENIOR HIGH SCHOOL, TAMALE",80105,Tamale,-0.784348249,9.383351326
945,"ST. FRANCIS SENIOR HIGH./TECH SCH, AKIM ODA",20603,Birim South (Akim Oda),-0.969164491,5.864167213
946,"H'MOUNT SINAI SENIOR HIGH. SCHOOL, AKROPONG",20406,Akwapim North (Akropong),-0.166071147,5.976426125
947,"ASHIAMAN SENIOR HIGH SCHOOL, TEMA",10203,Tema,-0.050088216,5.69031477
948,"OBIRI YEBOAH SENIOR HIGH. SCHOOL, ASSIN FOSU",31202,Assin North (Assin Fosu),-1.374616981,5.77799511
949,"ADEISO SENIOR HIGH SCHOOL, ADEISO",20503,West Akim (Asamankese),-0.609122574,5.833612442
950,"AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN",10504,Ga West (Amasaman),-0.397510529,5.664687634
951,"MANKESIM SENIOR HIGH TECH. SCH., MANKESIM",30303,Mfantsiman (Saltpond),-1.006453395,5.201528072
952,"MOZANO SENIOR HIGH. SCHOOL, MOZANO",30504,Gomoa (Apam),-0.723635495,5.404561043
